UF,PIB,Pop_est_2009,classe
SANTA CATARINA,531999.8125,44633,2
CEARÁ,91515.421875,21784,1
PERNAMBUCO,96728.0078125,24031,1
PARÁ,92794.3046875,22063,1
ALAGOAS,23547.14648438,6140,1
PARÁ,158200.59375,41953,1
SÃO PAULO,5156607.5,183803,3
SANTA CATARINA,46140.10546875,3583,2
SANTA CATARINA,50381.9765625,3402,2
PARANÁ,263614.625,14332,2
RIO GRANDE DO SUL,66114.0390625,3579,2
PERNAMBUCO,161101.578125,33874,1
SÃO PAULO,113450.7734375,4369,3
SÃO PAULO,21155.91796875,3143,1
PARANÁ,577882.25,97523,1
ESPIRITO SANTO,465862.75,46354,2
RIO GRANDE DO NORTE,50042.41796875,11235,1
MINAS GERAIS,104239.1171875,15373,1
GOIÁS,186038.578125,10398,2
BAHIA,20077.56640625,6270,1
GOIÁS,104675.78125,19166,1
GOIÁS,60245.73828125,8632,1
TOCANTINS,63293.33984375,9396,1
MINAS GERAIS,113755.6796875,18153,1
MARANHÃO,120248.4140625,36300,1
ALAGOAS,67006.5546875,21824,1
PIAUÍ,54116.52734375,14490,1
MINAS GERAIS,34187.10546875,6198,1
MINAS GERAIS,28876.14648438,4987,1
MINAS GERAIS,29292.23242188,3899,1
PARANÁ,60627.41015625,8485,1
MINAS GERAIS,14403.46777344,2070,1
MARANHÃO,39492.9609375,20463,1
SANTA CATARINA,28970.68554688,2185,2
PARÁ,328735.40625,117099,1
MINAS GERAIS,56074.13671875,10908,1
PERNAMBUCO,175518.515625,36126,1
SÃO PAULO,130954.9921875,11206,2
PARAÍBA,25700.4375,6677,1
MATO GROSSO DO SUL,80849.7578125,4480,2
PARAÍBA,69606.3515625,17423,1
GOIÁS,193604.6875,19069,2
PARÁ,94502.7109375,29417,1
CEARÁ,643602.6875,110523,1
MINAS GERAIS,47929.59765625,7470,1
CEARÁ,53454.80859375,15558,1
MINAS GERAIS,50568.87109375,10819,1
PIAUÍ,15651.91992188,4511,1
SÃO PAULO,34413.14453125,2349,2
RIO GRANDE DO SUL,121152.40625,10706,2
MINAS GERAIS,96474.9296875,17933,1
BAHIA,155141.328125,39705,1
MINAS GERAIS,2818455.75,151449,2
MINAS GERAIS,26771.07617188,4735,1
MINAS GERAIS,87639.6796875,16326,1
MINAS GERAIS,120427.390625,31647,1
RONDÔNIA,68966.140625,2415,3
PARANÁ,88497.1484375,6964,2
MINAS GERAIS,57826.421875,10333,1
MINAS GERAIS,15587.87890625,1885,1
TOCANTINS,93242.9921875,10698,1
TOCANTINS,32357.92773438,2252,2
PARANÁ,81946.609375,11604,1
PARAÍBA,11645.21484375,2749,1
RIO DE JANEIRO,515187.90625,42405,2
SÃO PAULO,1223898.125,44906,3
MINAS GERAIS,237517.859375,38789,1
SÃO PAULO,838058.875,74863,2
RIO DE JANEIRO,1079824.375,123492,1
TOCANTINS,66966.7734375,9493,1
RIO GRANDE DO SUL,115000.703125,4347,3
MARANHÃO,37689.296875,12460,1
MINAS GERAIS,47678.96484375,8571,1
RIO GRANDE DO SUL,93160.71875,7393,2
GOIÁS,20780.69140625,2765,1
MATO GROSSO DO SUL,215600.4375,15222,2
MINAS GERAIS,70746.1015625,4795,2
BAHIA,178405.578125,43921,1
MINAS GERAIS,134720.109375,13593,2
RIO GRANDE DO NORTE,156053.3125,20471,1
RIO GRANDE DO SUL,12509582,410166,3
SÃO PAULO,129986.5,4005,3
MINAS GERAIS,19561.33984375,3785,1
AMAPÁ,109795.3046875,3982,3
RIO GRANDE DO SUL,137429.21875,11098,2
RIO GRANDE DO SUL,47824.69140625,2444,2
BAHIA,36864.1328125,14763,1
PIAUÍ,187569.125,10804,2
SANTA CATARINA,63575.9375,7959,1
RIO GRANDE DO SUL,21962.37695312,2399,1
BAHIA,50515.6328125,13772,1
RIO GRANDE DO SUL,99716.1171875,7643,2
SANTA CATARINA,397378.125,15692,3
TOCANTINS,106934.7265625,9225,2
BAHIA,82193.359375,18772,1
TOCANTINS,36111.77734375,2663,2
SÃO PAULO,292783.40625,25533,2
SÃO PAULO,476532.65625,32101,2
MARANHÃO,70833.7578125,22220,1
MINAS GERAIS,127364.8671875,6651,2
MINAS GERAIS,29680.8046875,7215,1
MINAS GERAIS,84637.828125,10826,1
SÃO PAULO,644853.5625,55662,2
MINAS GERAIS,85138.171875,8667,2
SÃO PAULO,1760822.5,135546,2
PARÁ,127624.2265625,29164,1
PARANÁ,21147.484375,1434,2
SÃO PAULO,363964.34375,26040,2
GOIÁS,34192.81640625,3709,1
SÃO PAULO,51714.51171875,5658,1
BAHIA,1743769.875,106703,2
MINAS GERAIS,1037274.25,49719,2
TOCANTINS,26675.76757812,2208,2
PERNAMBUCO,65920.3203125,13812,1
SÃO PAULO,192295,16778,2
BAHIA,1693253.625,137832,2
PARÁ,277844.90625,55570,1
MATO GROSSO,232122.140625,18974,2
MINAS GERAIS,129657.625,16281,1
SÃO PAULO,46585.80078125,5841,1
MINAS GERAIS,44595204,2452617,2
MINAS GERAIS,58281.58984375,5980,2
MINAS GERAIS,75661.0546875,12029,1
MINAS GERAIS,35661.89453125,4733,1
PARANÁ,11511811,279297,3
BAHIA,32103.33984375,7610,1
RIO GRANDE DO SUL,23686.04882812,1846,2
PARANÁ,41972.16796875,3645,2
RIO GRANDE DO NORTE,96511.578125,5033,2
MATO GROSSO,113937.0703125,14301,1
GOIÁS,8109760,335960,3
BAHIA,193704.671875,33782,1
MINAS GERAIS,32559.80859375,8097,1
MINAS GERAIS,59610.83984375,17195,1
PERNAMBUCO,67847.71875,16574,1
MATO GROSSO DO SUL,60769.06640625,5783,2
RIO GRANDE DO NORTE,23171.35546875,5365,1
RIO GRANDE DO SUL,535277,41746,2
RIO GRANDE DO SUL,155935,15300,2
SÃO PAULO,411053.875,31461,2
RIO GRANDE DO SUL,80252.4140625,7291,2
MARANHÃO,28744.01367188,5687,1
PIAUÍ,25210.82421875,6793,1
RIO GRANDE DO SUL,37703.0859375,2932,2
TOCANTINS,31261.0703125,3135,2
SANTA CATARINA,255497.78125,7466,3
MATO GROSSO,32890.05078125,2194,2
GOIÁS,104265.5703125,8070,2
PIAUÍ,12159.56835938,3802,1
RIO GRANDE DO NORTE,29479.8203125,7171,1
PIAUÍ,17763.77539062,4923,1
GOIÁS,426385.15625,22798,2
PIAUÍ,19409.03515625,5969,1
SÃO PAULO,32815.91015625,4539,1
MINAS GERAIS,157143.3125,17017,1
MINAS GERAIS,25498.65429688,5989,1
TOCANTINS,38742.546875,5555,1
MARANHÃO,47761.42578125,18570,1
SÃO PAULO,3233583,114321,3
SANTA CATARINA,134408.484375,9363,2
PARANÁ,42495.37109375,3434,2
SÃO PAULO,123798.3671875,15706,1
SÃO PAULO,49532.8203125,5488,1
ACRE,150262.34375,15079,2
SANTA CATARINA,133049.5625,11215,2
RIO GRANDE DO SUL,48588.73046875,2713,2
SÃO PAULO,3068291.25,392701,1
RIO GRANDE DO NORTE,41976.34375,8487,1
MINAS GERAIS,63975.62109375,12357,1
SANTA CATARINA,505606.65625,36469,2
SÃO PAULO,389317152,11037593,3
PARAÍBA,16745.3203125,4908,1
BAHIA,125032.375,30422,1
BAHIA,92409.46875,24557,1
RIO GRANDE DO SUL,64413.734375,2789,3
ESPIRITO SANTO,48217.1796875,7883,1
PARANÁ,20552.97460938,1882,2
RIO GRANDE DO SUL,313982.40625,18748,2
TOCANTINS,29670.2109375,2136,2
ESPIRITO SANTO,127082.0078125,17212,1
SÃO PAULO,1409186.625,110911,2
MATO GROSSO,2339762.25,60028,3
MINAS GERAIS,95820.9765625,14309,1
TOCANTINS,14066.19335938,1802,1
ESPIRITO SANTO,893107,60829,2
MINAS GERAIS,349174.84375,28074,2
SANTA CATARINA,169361.8125,12025,2
RIO GRANDE DO SUL,28069.95703125,2266,2
SÃO PAULO,1564532.625,131366,2
MINAS GERAIS,245971.703125,17835,2
MINAS GERAIS,37144.7109375,5039,1
PIAUÍ,84202.2109375,25099,1
SÃO PAULO,113647.359375,9125,2
SÃO PAULO,217419.265625,14329,2
SERGIPE,238324.46875,38343,1
PARANÁ,415964.96875,43409,1
RIO DE JANEIRO,1506850.625,190056,1
PARÁ,36384.5546875,6522,1
GOIÁS,21580.93164062,4026,1
MINAS GERAIS,31068.96875,4273,1
PARAÍBA,34820.75,9854,1
SÃO PAULO,931039.375,50602,2
PARANÁ,287765.59375,24198,2
PARANÁ,4991770,296254,2
ALAGOAS,524210.28125,54064,2
GOIÁS,212909.28125,52380,1
RIO GRANDE DO SUL,186196.921875,12198,2
SANTA CATARINA,62780.0703125,2583,3
PIAUÍ,20749.42382812,6111,1
SANTA CATARINA,34116.1953125,2484,2
SÃO PAULO,68014.0390625,6284,2
PARÁ,32709.0234375,7688,1
PIAUÍ,20702.53710938,5595,1
GOIÁS,29449.41210938,6093,1
AMAZONAS,68712,16791,1
MINAS GERAIS,39328.984375,2966,2
MATO GROSSO DO SUL,112090.9921875,8537,2
GOIÁS,8194.40429688,1018,1
MATO GROSSO,26840.12890625,3451,1
RONDÔNIA,53634.8203125,3685,2
MINAS GERAIS,111202.734375,18534,1
PARÁ,134716.71875,23682,1
MINAS GERAIS,23582.0546875,4865,1
SÃO PAULO,45721.30078125,2855,2
PARANÁ,177265.890625,15060,2
MARANHÃO,421676.125,85701,1
SÃO PAULO,73844.609375,5560,2
RIO GRANDE DO SUL,35092.86328125,2526,2
MARANHÃO,54978.83203125,15103,1
PARAÍBA,17304.15234375,4498,1
PIAUÍ,578547.3125,73021,1
MINAS GERAIS,215429.453125,18619,2
RIO GRANDE DO SUL,47907.4765625,2638,2
MINAS GERAIS,37470.42578125,7907,1
SÃO PAULO,97352.359375,7235,2
SÃO PAULO,76626.2578125,8619,1
BAHIA,57720.859375,14664,1
MARANHÃO,31663.69140625,7179,1
PIAUÍ,13979.54101562,4378,1
PARANÁ,698087.4375,48544,2
PARANÁ,144476.171875,9197,2
BAHIA,222608.734375,44568,1
AMAZONAS,56945.6171875,18506,1
SÃO PAULO,460151.53125,13710,3
RIO GRANDE DO SUL,44232.87890625,2029,2
PERNAMBUCO,140408.234375,31792,1
SÃO PAULO,177056.328125,9657,2
RIO GRANDE DO NORTE,50226.83203125,5875,1
SÃO PAULO,1653910.75,113618,2
MINAS GERAIS,90500.046875,11828,1
MINAS GERAIS,167532.78125,22539,1
ALAGOAS,44169.84765625,10222,1
GOIÁS,49949.5390625,2665,2
MATO GROSSO,27923.3046875,2955,1
BAHIA,33765.703125,7029,1
MINAS GERAIS,1394322.5,27155,3
MINAS GERAIS,4105512,225358,2
PERNAMBUCO,88251.09375,18930,1
BAHIA,163543.890625,36719,1
BAHIA,226989.453125,16940,2
AMAZONAS,225637.4375,40735,1
BAHIA,24826.99804688,7597,1
TOCANTINS,20152.46484375,2807,1
MINAS GERAIS,17346.85742188,2129,1
PARAÍBA,17805.90820312,4756,1
PERNAMBUCO,122712.40625,29018,1
RIO GRANDE DO SUL,39476.296875,2869,2
MINAS GERAIS,34376.37890625,5795,1
SANTA CATARINA,106351.1875,9754,2
MARANHÃO,66771.796875,18772,1
RIO GRANDE DO NORTE,21833.80664062,5693,1
SÃO PAULO,65185.91015625,2982,2
RORAIMA,4090497,266901,2
PARAÍBA,64857.828125,13623,1
GOIÁS,2151446.5,92832,3
TOCANTINS,49180.37890625,4565,2
SÃO PAULO,136558.5625,5556,3
RIO GRANDE DO SUL,83222.2421875,5868,2
SÃO PAULO,439778.15625,21015,2
MINAS GERAIS,222820.390625,7210,3
SÃO PAULO,43550,4290,2
SÃO PAULO,106581.4296875,3805,3
CEARÁ,38838.16015625,9268,1
PIAUÍ,14452.109375,4199,1
SERGIPE,21898.6953125,3996,1
MINAS GERAIS,36401.06640625,5206,1
BAHIA,57113.71484375,13187,1
PARAÍBA,74325.6484375,16455,1
GOIÁS,74336.078125,4256,2
GOIÁS,88643.953125,13973,1
MINAS GERAIS,66255.15625,5020,2
RIO GRANDE DO SUL,97963.34375,6954,2
RIO GRANDE DO NORTE,49257.3515625,10861,1
GOIÁS,135124.515625,6093,3
SÃO PAULO,139958.46875,7004,2
SÃO PAULO,59528.67578125,4253,2
MINAS GERAIS,26411.16992188,5696,1
SÃO PAULO,345773.4375,9732,3
PARÁ,208143.0625,57067,1
BAHIA,54116.75,12093,1
RIO GRANDE DO SUL,68865.65625,6105,2
PIAUÍ,44702.359375,10639,1
BAHIA,26457,8713,1
MINAS GERAIS,286908.25,23286,2
PARAÍBA,8949.33886719,1707,1
RIO GRANDE DO SUL,33629.3828125,1945,2
GOIÁS,376268.8125,79651,1
PARANÁ,27650.56640625,3621,1
MINAS GERAIS,28126.56054688,5751,1
RIO DE JANEIRO,80818.03125,5626,2
MINAS GERAIS,493776.125,21938,3
SANTA CATARINA,41336.984375,2633,2
BAHIA,30162.81640625,8183,1
MINAS GERAIS,3815101.25,363227,2
ALAGOAS,81381.578125,25865,1
PARAÍBA,21729.8828125,4563,1
MINAS GERAIS,49552.31640625,5869,1
SANTA CATARINA,31747.20898438,2103,2
SANTA CATARINA,276213.59375,14281,2
AMAZONAS,74464.953125,14688,1
MINAS GERAIS,25417.3125,4561,1
SANTA CATARINA,1712670.375,102081,2
CEARÁ,388962.96875,67956,1
BAHIA,162852.53125,35278,1
RIO DE JANEIRO,1283837.125,99454,2
RONDÔNIA,114088.8984375,9100,2
SÃO PAULO,267717.03125,27169,2
SÃO PAULO,207463.359375,22192,1
SÃO PAULO,208633.546875,12688,2
GOIÁS,37179.375,3413,2
CEARÁ,77142.3359375,21556,1
MARANHÃO,120007.84375,33649,1
MINAS GERAIS,21101.953125,4560,1
MINAS GERAIS,89225.984375,6520,2
MATO GROSSO DO SUL,102620.125,11600,1
MINAS GERAIS,146535.953125,14287,2
PERNAMBUCO,94844.265625,22087,1
MATO GROSSO,95659.96875,4093,3
SANTA CATARINA,541725.9375,39045,2
PARAÍBA,52518.5,10182,1
GOIÁS,29901.0078125,4141,1
RIO GRANDE DO SUL,35305.75390625,2925,2
MARANHÃO,101972.6640625,22667,1
SÃO PAULO,153077.25,16041,1
PARAÍBA,22390.44921875,5764,1
GOIÁS,241263.75,18027,2
SÃO PAULO,42162.82421875,3929,2
RONDÔNIA,193657.34375,14889,2
TOCANTINS,14389.21777344,2343,1
PARANÁ,43094.00390625,5829,1
PIAUÍ,94873.359375,6869,2
GOIÁS,28858.2109375,3174,1
GOIÁS,689136.6875,39803,2
PARANÁ,26521.0625,2533,2
SÃO PAULO,2861017.25,359253,1
ESPIRITO SANTO,184566.296875,14048,2
PIAUÍ,17958.12109375,6599,1
PERNAMBUCO,73439.6015625,17333,1
MATO GROSSO DO SUL,239135.078125,12673,2
RIO GRANDE DO SUL,326182.90625,31028,2
MINAS GERAIS,99384.8984375,14637,1
PARANÁ,62097.67578125,3075,2
MINAS GERAIS,1211762.625,92542,2
GOIÁS,194923.21875,5017,3
ALAGOAS,24778.15429688,8463,1
MINAS GERAIS,44516.3515625,9276,1
PARANÁ,67906.765625,5189,2
MINAS GERAIS,201738.765625,24695,1
BAHIA,29756.83203125,9330,1
PARANÁ,124092.0546875,10760,2
GOIÁS,350877.25,34470,2
BAHIA,142096.75,20242,1
MINAS GERAIS,146346.96875,32438,1
RIO GRANDE DO SUL,107045.6640625,9101,2
MARANHÃO,44514.484375,13964,1
SANTA CATARINA,120909.96875,6185,2
SÃO PAULO,27035.44726562,2474,2
MINAS GERAIS,39630.35546875,9570,1
MARANHÃO,68475.671875,12716,1
PARAÍBA,35610.0234375,7495,1
MINAS GERAIS,49162.2421875,7146,1
BAHIA,142728.21875,34421,1
MINAS GERAIS,426140.21875,39254,2
RIO GRANDE DO SUL,51036.37109375,4401,2
MINAS GERAIS,38927.5625,3839,2
SÃO PAULO,21989.21679688,2149,2
MATO GROSSO DO SUL,146599.171875,7454,2
MARANHÃO,100500.4921875,6038,2
SANTA CATARINA,412457.40625,19936,2
GOIÁS,231045.234375,32045,1
RIO GRANDE DO SUL,16956.55664062,2188,1
SÃO PAULO,41700.69140625,1395,3
CEARÁ,29477.015625,7486,1
MINAS GERAIS,22850,5786,1
PARANÁ,188657.046875,17820,2
MINAS GERAIS,36942.16015625,2857,2
ESPIRITO SANTO,182193.703125,24404,1
CEARÁ,48670.078125,12613,1
ALAGOAS,32337.46289062,9909,1
SÃO PAULO,37124.59765625,2699,2
CEARÁ,1964743,182431,2
SANTA CATARINA,792458.9375,29133,3
BAHIA,38664.078125,7706,1
GOIÁS,34341.16015625,3633,1
RIO GRANDE DO NORTE,11670.41210938,2824,1
GOIÁS,4260318.5,163021,3
SÃO PAULO,515295.625,40882,2
MARANHÃO,30406.22851562,8715,1
CEARÁ,49820.03515625,10399,1
SÃO PAULO,29042.109375,3790,1
PARANÁ,186316.640625,12962,2
AMAPÁ,69937.7265625,5475,2
SANTA CATARINA,96428.328125,6881,2
CEARÁ,39802.4375,8168,1
MINAS GERAIS,50315.84765625,8437,1
RIO GRANDE DO SUL,79637.046875,5444,2
SÃO PAULO,61799.54296875,6093,2
MARANHÃO,38161.09375,7477,1
MATO GROSSO,37381.26953125,3584,2
RIO GRANDE DO SUL,127803.0390625,7361,2
RIO GRANDE DO SUL,25592.65039062,2244,2
MINAS GERAIS,22510.84179688,3376,1
RIO GRANDE DO SUL,183266.203125,12770,2
PARANÁ,198103,15496,2
PARAÍBA,110128.4765625,23224,1
PARANÁ,257026.0625,16734,2
RIO GRANDE DO NORTE,41610.7265625,2264,2
SERGIPE,63070.28515625,11999,1
MINAS GERAIS,151847.9375,37842,1
MINAS GERAIS,44977.984375,4080,2
PARAÍBA,50586.421875,12852,1
TOCANTINS,28997.30273438,4500,1
PARAÍBA,21925.64257812,5296,1
BAHIA,42919.61328125,9008,1
RIO GRANDE DO SUL,31436.0234375,1998,2
PARANÁ,58383.55078125,5904,2
MINAS GERAIS,31200.84179688,5744,1
PARAÍBA,15591.55957031,3093,1
MINAS GERAIS,927707,99628,1
BAHIA,43714.84765625,8848,1
SANTA CATARINA,546768.125,29674,2
SÃO PAULO,684139.75,24777,3
CEARÁ,72420.8203125,20829,1
MINAS GERAIS,173502.703125,10636,2
RIO GRANDE DO SUL,395731.46875,19947,2
PERNAMBUCO,51537.203125,14798,1
ALAGOAS,313189.03125,61082,1
TOCANTINS,31931.55273438,6226,1
MATO GROSSO DO SUL,46686.03125,3165,2
PARÁ,63461.06640625,19592,1
SANTA CATARINA,35851.91796875,3015,2
RIO GRANDE DO NORTE,20359.54492188,5071,1
ESPIRITO SANTO,195260.3125,16431,2
SANTA CATARINA,134774.40625,6354,2
RIO GRANDE DO SUL,120348.6640625,7885,2
CEARÁ,56937.3046875,16272,1
MINAS GERAIS,40149.4609375,4672,1
RIO GRANDE DO NORTE,65106.89453125,13610,1
ALAGOAS,129697.7734375,23807,1
PERNAMBUCO,73080.0390625,9801,1
MATO GROSSO DO SUL,226357.765625,19216,2
MINAS GERAIS,97473.984375,3636,3
GOIÁS,71251.1953125,8734,1
CEARÁ,51314.25390625,15673,1
SÃO PAULO,117579.875,13778,1
AMAPÁ,119988.0234375,13769,1
SANTA CATARINA,121639.0234375,10793,2
PARANÁ,219810,21885,2
RIO GRANDE DO SUL,1187824,213894,1
PARÁ,16526989,1437600,2
RIO GRANDE DO SUL,186524,8566,2
RIO DE JANEIRO,361800.78125,34259,2
PARAÍBA,79507.0546875,17746,1
SÃO PAULO,136067.734375,7436,2
PARANÁ,482596.4375,80868,1
MINAS GERAIS,18110.59179688,4943,1
GOIÁS,62715.59765625,6277,2
BAHIA,87130.4453125,15516,1
MINAS GERAIS,19309.7890625,2762,1
MARANHÃO,255605.5625,39224,1
MINAS GERAIS,26140.63671875,5087,1
SÃO PAULO,1091386.375,42700,3
SÃO PAULO,165578.0625,15423,2
GOIÁS,114121.578125,9481,2
MINAS GERAIS,329979.6875,9364,3
SÃO PAULO,104544.6328125,14709,1
MINAS GERAIS,73657.171875,9881,1
PARANÁ,62068.484375,7128,1
PARANÁ,268273.78125,11413,3
RIO GRANDE DO SUL,86161.296875,8097,2
BAHIA,53177.484375,14191,1
RONDÔNIA,192810.28125,9680,2
SÃO PAULO,48767.62890625,5067,1
SÃO PAULO,129771.3046875,8141,2
RIO DE JANEIRO,5011075,130035,3
RIO GRANDE DO SUL,58770.5390625,4664,2
ESPIRITO SANTO,72231.8515625,11235,1
CEARÁ,238603.390625,65612,1
ESPIRITO SANTO,277646.21875,32502,1
BAHIA,47403.1796875,12331,1
MATO GROSSO,37341.52734375,5039,1
MINAS GERAIS,55561.40234375,14685,1
MINAS GERAIS,1137906,6072,5
PARANÁ,36552.37109375,2567,2
SÃO PAULO,42165.01953125,4234,2
SÃO PAULO,119322.8359375,10807,2
RIO GRANDE DO SUL,190189.0625,12601,2
MINAS GERAIS,102237.5859375,3252,3
MINAS GERAIS,46316.453125,6482,1
PIAUÍ,23637.63085938,7070,1
BAHIA,533663.1875,22171,3
SERGIPE,139721.828125,25270,1
SÃO PAULO,108582,14514,1
SÃO PAULO,43539.8359375,4396,2
ALAGOAS,193882.71875,43699,1
MATO GROSSO DO SUL,3003284.25,189762,2
PARANÁ,207936.109375,16288,2
RIO DE JANEIRO,110931.15625,13214,1
SÃO PAULO,126263.390625,11624,2
CEARÁ,40925.0546875,14308,1
RIO GRANDE DO SUL,128237.7109375,2022,4
RIO GRANDE DO SUL,160294.609375,13152,2
ESPIRITO SANTO,94720.7578125,10420,1
RIO GRANDE DO SUL,42355.85546875,2936,2
MINAS GERAIS,100361.71875,17727,1
ESPIRITO SANTO,784389.9375,10903,4
SÃO PAULO,773413.9375,47964,2
GOIÁS,338235.96875,7571,3
PIAUÍ,25130.24804688,8024,1
RIO GRANDE DO NORTE,36764.44140625,10373,1
RIO GRANDE DO SUL,87606.0859375,3754,3
TOCANTINS,89190.90625,3136,3
MINAS GERAIS,216954.4375,19201,2
SÃO PAULO,21998.58203125,2141,2
SANTA CATARINA,22967.5390625,1779,2
PERNAMBUCO,72215.515625,16462,1
RIO GRANDE DO NORTE,22393.703125,4797,1
PARANÁ,169515.65625,11270,2
ESPIRITO SANTO,97625,11851,1
PIAUÍ,18738.59375,7035,1
MATO GROSSO DO SUL,618489.0625,17293,3
TOCANTINS,24356.18554688,2420,2
PERNAMBUCO,129669,36336,1
SÃO PAULO,23049.953125,4697,1
BAHIA,66563.5390625,15328,1
RIO GRANDE DO SUL,67743.1875,6352,2
MARANHÃO,134819.125,39627,1
SÃO PAULO,73702.9296875,8946,1
RONDÔNIA,120002.546875,12363,2
RIO GRANDE DO SUL,65306.01171875,5280,2
SÃO PAULO,327043.71875,17674,2
SANTA CATARINA,3321852.5,40030,4
PARÁ,104139.125,26855,1
RIO GRANDE DO SUL,1945150.125,96603,2
RIO GRANDE DO SUL,388930.90625,33944,2
BAHIA,43055.078125,9730,1
PARÁ,73291.046875,23654,1
GOIÁS,304361.84375,20706,2
RIO GRANDE DO SUL,45710.33984375,4812,1
RIO DE JANEIRO,159486,17880,1
BAHIA,45490.046875,14692,1
PIAUÍ,139872.90625,39735,1
MINAS GERAIS,92016.7578125,8783,2
PIAUÍ,8445.26953125,2687,1
MARANHÃO,1301120.5,101130,2
MATO GROSSO,223176.0625,6985,3
RIO GRANDE DO SUL,4378957,122451,3
SANTA CATARINA,1308290.75,70720,2
GOIÁS,46604.53515625,4901,1
ALAGOAS,109038.859375,26918,1
SÃO PAULO,69659.6015625,6879,2
PARANÁ,59380.734375,7148,1
MATO GROSSO,327445.53125,18014,2
TOCANTINS,36313.3671875,5322,1
PERNAMBUCO,108724.109375,26250,1
ACRE,41673.13671875,6520,1
SÃO PAULO,1119034.5,25144,3
TOCANTINS,22914.80664062,3956,1
CEARÁ,39793.94921875,12780,1
AMAZONAS,77717.203125,25410,1
MINAS GERAIS,37890.8515625,6046,1
MARANHÃO,89842.2734375,20395,1
MINAS GERAIS,14904.08691406,2292,1
BAHIA,26533.71484375,7236,1
SÃO PAULO,1865871.125,63314,3
PARANÁ,132499.78125,6937,2
MINAS GERAIS,22319.4453125,2999,1
RIO DE JANEIRO,9556221,865089,2
AMAZONAS,460521.75,107250,1
BAHIA,46183.97265625,12810,1
RIO GRANDE DO SUL,68954.5859375,5020,2
SANTA CATARINA,524505.75,21928,3
PARANÁ,51526.46875,3768,2
PERNAMBUCO,194511.734375,45250,1
PARANÁ,43782.53515625,6115,1
MINAS GERAIS,220517.234375,18635,2
MINAS GERAIS,515155.5,45150,2
MINAS GERAIS,51376.2578125,9335,1
TOCANTINS,57345.06640625,5506,2
MINAS GERAIS,37186.8203125,5653,1
PARANÁ,154663.96875,19386,1
MINAS GERAIS,133777.296875,14655,1
CEARÁ,85758.390625,21599,1
PARAÍBA,279241.40625,27116,2
SÃO PAULO,31981.234375,3968,1
MINAS GERAIS,25165.33007812,3846,1
PARANÁ,32381.78515625,3714,1
BAHIA,31641.61523438,10717,1
SANTA CATARINA,18362.84179688,1700,2
MINAS GERAIS,23145.48046875,4640,1
ESPIRITO SANTO,128023.8515625,14585,1
SÃO PAULO,124229.359375,7856,2
MATO GROSSO,68200.28125,3484,2
BAHIA,45995.96484375,12583,1
MINAS GERAIS,100513.578125,18134,1
RIO GRANDE DO SUL,87853,2525,3
PARAÍBA,31442.42773438,7068,1
BAHIA,36500.1640625,8781,1
RIO GRANDE DO NORTE,816908.5,80737,2
PARANÁ,990019.5625,68629,2
CEARÁ,202704.234375,45407,1
GOIÁS,37717.75,4230,1
BAHIA,62113.2421875,18849,1
PERNAMBUCO,58800.2265625,13810,1
RIO GRANDE DO NORTE,38411.34375,6885,1
SÃO PAULO,192788.359375,7734,3
MINAS GERAIS,70631.34375,9087,1
SÃO PAULO,18223.984375,1519,2
GOIÁS,89569.78125,6714,2
PIAUÍ,31792.140625,5809,1
MARANHÃO,63724.8515625,26909,1
CEARÁ,133889.921875,39810,1
AMAZONAS,120910.09375,26187,1
TOCANTINS,32544.87109375,4673,1
SÃO PAULO,581385.875,39272,2
PARAÍBA,14509.67382812,3078,1
CEARÁ,106890.046875,26317,1
MINAS GERAIS,377625.90625,15257,3
PIAUÍ,86401.9921875,20761,1
GOIÁS,67520.3125,3557,2
PARAÍBA,15246.32324219,4079,1
MINAS GERAIS,22459.36914062,4084,1
SANTA CATARINA,31234.45117188,2790,2
PARÁ,519243.1875,46611,2
MINAS GERAIS,19282.95703125,4568,1
SÃO PAULO,215118.09375,20485,2
SÃO PAULO,34732.48046875,2884,2
PARANÁ,31359.13867188,2371,2
SÃO PAULO,9601211,368843,3
CEARÁ,63406.75390625,21230,1
SÃO PAULO,61424.9140625,6582,1
GOIÁS,66786.4296875,4578,2
PARANÁ,33317.90625,4055,1
SERGIPE,32490.171875,6509,1
BAHIA,53273.8515625,15110,1
RIO GRANDE DO SUL,54794.12890625,4331,2
BAHIA,147223.46875,39302,1
SÃO PAULO,221381.296875,19304,2
SÃO PAULO,45142.3203125,3739,2
RIO GRANDE DO SUL,208363,13208,2
SÃO PAULO,19317.53515625,2017,1
PERNAMBUCO,65659.7578125,19155,1
PARÁ,85260.5703125,22251,1
PARAÍBA,26122.37304688,6546,1
TOCANTINS,497135.375,42015,2
RIO GRANDE DO SUL,24520.734375,1645,2
MINAS GERAIS,23013.3671875,3516,1
SÃO PAULO,2164772.5,148808,2
MINAS GERAIS,36354.85546875,3129,2
CEARÁ,108160.671875,30410,1
MINAS GERAIS,138501.28125,17359,1
RIO GRANDE DO SUL,545155,56064,2
PIAUÍ,31821.27148438,12039,1
MARANHÃO,76256.4921875,25403,1
RIO GRANDE DO SUL,28957.25976562,2122,2
SÃO PAULO,31654720,1064669,3
PIAUÍ,36651.73046875,9836,1
MINAS GERAIS,23363.6484375,4596,1
MINAS GERAIS,61779.72265625,15521,1
MATO GROSSO DO SUL,88014.453125,14569,1
